0.0,0.0
0.101,0.101
0.2017,0.202
0.3019,0.303
0.4013,0.404
0.4997,0.5051
0.5968,0.6061
0.6924,0.7071
0.7863,0.8081
0.8781,0.9091
0.9677,1.0101
1.0548,1.1111
1.1393,1.2121
1.2208,1.3131
1.2992,1.4141
1.3743,1.5152
1.4459,1.6162
1.5138,1.7172
1.5779,1.8182
1.6379,1.9192
1.6938,2.0202
1.7453,2.1212
1.7924,2.2222
1.8349,2.3232
1.8727,2.4242
1.9058,2.5253
1.934,2.6263
1.9572,2.7273
1.9755,2.8283
1.9887,2.9293
1.9969,3.0303
2.0,3.1313
1.9979,3.2323
1.9908,3.3333
1.9786,3.4343
1.9614,3.5354
1.9391,3.6364
1.9119,3.7374
1.8798,3.8384
1.843,3.9394
1.8014,4.0404
1.7553,4.1414
1.7046,4.2424
1.6496,4.3434
1.5904,4.4444
1.5272,4.5455
1.4601,4.6465
1.3892,4.7475
1.3148,4.8485
1.237,4.9495
1.1561,5.0505
1.0722,5.1515
0.9856,5.2525
0.8965,5.3535
0.8051,5.4545
0.7117,5.5556
0.6164,5.6566
0.5196,5.7576
0.4214,5.8586
0.3222,5.9596
0.2221,6.0606
0.1215,6.1616
0.0206,6.2626
-0.0804,6.3636
-0.1812,6.4646
-0.2815,6.5657
-0.3811,6.6667
-0.4798,6.7677
-0.5772,6.8687
-0.6731,6.9697
-0.7673,7.0707
-0.8596,7.1717
-0.9497,7.2727
-1.0373,7.3737
-1.1223,7.4747
-1.2045,7.5758
-1.2835,7.6768
-1.3593,7.7778
-1.4316,7.8788
-1.5003,7.9798
-1.5652,8.0808
-1.626,8.1818
-1.6827,8.2828
-1.7352,8.3838
-1.7832,8.4848
-1.8266,8.5859
-1.8654,8.6869
-1.8994,8.7879
-1.9286,8.8889
-1.9529,8.9899
-1.9722,9.0909
-1.9865,9.1919
-1.9957,9.2929
-1.9998,9.3939
-1.9988,9.4949
-1.9927,9.596
-1.9815,9.697
-1.9653,9.798
-1.944,9.899
-1.9178,10.0
